HA,3,65,w1,w2,w3
307,9,37,0,-6,-1
308,9,38,-3,5,2
309,9,41,3,-4,-4
310,9,42,4,1,-5
311,9,42,4,1,5
312,9,43,-3,5,-3
313,9,44,6,-2,-2
314,9,45,-6,3,0
315,9,49,-2,-3,6
316,9,49,6,-2,3
317,9,51,-5,-5,-1
318,9,52,0,-6,4
319,9,61,3,-4,6
320,9,62,5,6,-1
321,9,66,-5,-5,4
322,9,70,-6,3,-5
323,9,70,-6,3,5
324,9,72,0,-6,-6
325,9,77,5,6,4
326,9,86,-5,-5,-6
327,9,97,5,6,-6
328,10,9,2,-1,-2
329,10,11,-1,-3,1
330,10,13,-3,0,-2
331,10,14,2,-1,3
332,10,18,-3,0,3
333,10,26,-1,-3,-4
334,10,26,5,1,0
335,10,29,0,2,-5
336,10,29,0,2,5
337,10,29,3,4,2
338,10,33,-2,5,2
339,10,33,4,-4,1
340,10,34,-5,3,0
341,10,34,3,4,-3
342,10,38,-2,5,-3
343,10,38,1,-6,-1
344,10,41,-6,-2,1
345,10,42,-4,-5,-1
346,10,46,-1,-3,6
347,10,48,4,-4,-4
348,10,51,5,1,-5
349,10,51,5,1,5
350,10,53,1,-6,4
351,10,56,-6,-2,-4
352,10,57,-4,-5,4
353,10,59,-5,3,-5
354,10,59,-5,3,5
355,10,68,4,-4,6
356,10,73,1,-6,-6
357,10,73,6,6,-1
358,10,76,-6,-2,6
359,10,77,-4,-5,-6
360,10,88,6,6,4
361,10,108,6,6,-6
362,11,8,-2,0,-2
363,11,10,0,-3,1
364,11,13,-2,0,3
365,11,14,3,-1,-2
366,11,19,3,-1,3
367,11,25,-4,3,0
368,11,25,0,-3,-4
369,11,30,-5,-2,1
370,11,30,-1,5,2
371,11,30,1,2,-5
372,11,30,1,2,5
373,11,35,-3,-5,-1
374,11,35,-1,5,-3
375,11,36,4,4,2
376,11,37,6,1,0
377,11,41,2,-6,-1
378,11,41,4,4,-3
379,11,42,5,-4,1
380,11,45,-5,-2,-4
381,11,45,0,-3,6
382,11,50,-4,3,-5
383,11,50,-4,3,5
384,11,50,-3,-5,4
385,11,56,2,-6,4
386,11,57,5,-4,-4
387,11,62,6,1,-5
388,11,62,6,1,5
389,11,65,-5,-2,6
390,11,70,-3,-5,-6
391,11,76,-6,6,2
392,11,76,2,-6,-6
393,11,77,5,-4,6
394,11,81,-6,6,-3
395,12,8,2,2,0
396,12,10,-1,0,3
397,12,11,1,-3,1
398,12,18,-3,3,0
399,12,21,-4,-2,1
400,12,21,4,-1,-2
401,12,26,1,-3,-4
402,12,26,4,-1,3
403,12,29,0,5,2
404,12,30,-2,-5,-1
405,12,33,2,2,-5
406,12,33,2,2,5
407,12,34,0,5,-3
408,12,36,-4,-2,-4
409,12,41,-6,1,-2
410,12,43,-3,3,-5
411,12,43,-3,3,5
412,12,45,-2,-5,4
413,12,45,5,4,2
414,12,46,-6,1,3
415,12,46,1,-3,6
416,12,46,3,-6,-1
417,12,50,5,4,-3
418,12,53,6,-4,1
419,12,56,-4,-2,6
420,12,61,3,-6,4
421,12,65,-5,6,2
422,12,65,-2,-5,-6
423,12,68,6,-4,-4
424,12,70,-5,6,-3
425,12,81,3,-6,-6
426,12,88,6,-4,6
427,13,9,0,0,3
428,13,13,-2,3,0
429,13,13,3,2,0
430,13,14,-3,-2,1
431,13,14,2,-3,1
432,13,27,-1,-5,-1
433,13,29,-3,-2,-4
434,13,29,2,-3,-4
435,13,30,-5,1,-2
436,13,30,1,5,2
437,13,30,5,-1,-2
438,13,35,-5,1,3
439,13,35,1,5,-3
440,13,35,5,-1,3
441,13,38,-2,3,-5
442,13,38,-2,3,5
443,13,38,3,2,-5
444,13,38,3,2,5
445,13,42,-1,-5,4
446,13,49,-3,-2,6
447,13,49,2,-3,6
448,13,53,-6,-4,-1
449,13,53,4,-6,-1
450,13,56,-4,6,2
451,13,56,6,4,2
452,13,61,-4,6,-3
453,13,61,6,4,-3
454,13,62,-1,-5,-6
455,13,68,-6,-4,4
456,13,68,4,-6,4
457,13,88,-6,-4,-6
458,13,88,4,-6,-6
459,14,9,-2,-2,1
460,14,10,-1,3,0
461,14,10,1,0,3
462,14,19,3,-3,1
463,14,20,4,2,0
464,14,21,-4,1,-2
465,14,24,-2,-2,-4
466,14,26,-4,1,3
467,14,26,0,-5,-1
468,14,33,2,5,2
469,14,34,3,-3,-4
470,14,35,-1,3,-5
471,14,35,-1,3,5
472,14,38,2,5,-3
473,14,41,0,-5,4
474,14,41,6,-1,-2
475,14,42,-5,-4,-1
476,14,44,-2,-2,6
477,14,45,4,2,-5
478,14,45,4,2,5
479,14,46,6,-1,3
480,14,49,-3,6,2
481,14,52,-6,4,0
482,14,54,-3,6,-3
483,14,54,3,-3,6
484,14,57,-5,-4,4
485,14,61,0,-5,-6
486,14,62,5,-6,-1
487,14,77,-6,4,-5
488,14,77,-6,4,5
489,14,77,-5,-4,-6
490,14,77,5,-6,4
491,14,97,5,-6,-6
492,15,8,2,0,-2
493,15,9,0,3,0
494,15,13,2,0,3
495,15,14,-3,1,-2
496,15,19,-3,1,3
497,15,21,-1,-2,-4
498,15,26,4,-3,1
499,15,27,1,-5,-1
500,15,29,5,2,0
501,15,33,-4,-4,-1
502,15,34,0,3,-5
503,15,34,0,3,5
504,15,38,-6,-1,1
505,15,38,3,5,2
506,15,41,-5,4,0
507,15,41,-1,-2,6
508,15,41,4,-3,-4
509,15,42,1,-5,4
510,15,43,3,5,-3
511,15,44,-2,6,2
512,15,48,-4,-4,4
513,15,49,-2,6,-3
514,15,53,-6,-1,-4
515,15,54,5,2,-5
516,15,54,5,2,5
517,15,61,4,-3,6
518,15,62,1,-5,-6
519,15,66,-5,4,-5
520,15,66,-5,4,5
521,15,68,-4,-4,-6
522,15,73,-6,-1,6
523,15,73,6,-6,-1
524,15,88,6,-6,4
525,15,108,6,-6,-6
526,16,9,-2,1,-2
527,16,10,1,3,0
528,16,13,3,0,-2
529,16,14,-2,1,3
530,16,18,3,0,3
531,16,20,0,-2,-4
532,16,26,-3,-4,-1
533,16,27,-5,-1,1
534,16,30,2,-5,-1
535,16,32,-4,4,0
536,16,35,1,3,-5
537,16,35,1,3,5
538,16,35,5,-3,1
539,16,40,0,-2,6
540,16,40,6,2,0
541,16,41,-3,-4,4
542,16,41,-1,6,2
543,16,42,-5,-1,-4
544,16,45,2,-5,4
545,16,45,4,5,2
546,16,46,-1,6,-3
547,16,50,4,5,-3
548,16,50,5,-3,-4
549,16,57,-4,4,-5
550,16,57,-4,4,5
551,16,61,-3,-4,-6
552,16,62,-5,-1,6
553,16,65,2,-5,-6
554,16,65,6,2,-5
555,16,65,6,2,5
556,16,70,5,-3,6
557,16,76,-6,-6,2
558,16,81,-6,-6,-3
559,17,6,1,-2,1
560,17,11,-1,1,3
561,17,13,2,3,0
562,17,18,-4,-1,1
563,17,20,4,0,-2
564,17,21,-2,-4,-1
565,17,21,1,-2,-4
566,17,25,-3,4,0
567,17,25,4,0,3
568,17,33,-4,-1,-4
569,17,35,3,-5,-1
570,17,36,-2,-4,4
571,17,38,2,3,-5
572,17,38,2,3,5
573,17,40,0,6,2
574,17,41,1,-2,6
575,17,44,-6,2,-2
576,17,45,0,6,-3
577,17,46,6,-3,1
578,17,49,-6,2,3
579,17,50,-3,4,-5
580,17,50,-3,4,5
581,17,50,3,-5,4
582,17,53,-4,-1,6
583,17,54,5,5,2
584,17,56,-2,-4,-6
585,17,59,5,5,-3
586,17,61,6,-3,-4
587,17,65,-5,-6,2
588,17,70,-5,-6,-3
589,17,70,3,-5,-6
590,17,81,6,-3,6
591,18,9,2,-2,1
592,18,10,0,1,3
593,18,11,-3,-1,1
594,18,18,-1,-4,-1
595,18,18,3,3,0
596,18,20,-2,4,0
597,18,24,2,-2,-4
598,18,26,-3,-1,-4
599,18,29,5,0,-2
600,18,33,-5,2,-2
601,18,33,-1,-4,4
602,18,34,5,0,3
603,18,38,-5,2,3
604,18,41,1,6,2
605,18,42,4,-5,-1
606,18,43,3,3,-5
607,18,43,3,3,5
608,18,44,2,-2,6
609,18,45,-2,4,-5
610,18,45,-2,4,5
611,18,46,-6,-3,-1
612,18,46,-3,-1,6
613,18,46,1,6,-3
614,18,53,-1,-4,-6
615,18,56,-4,-6,2
616,18,57,4,-5,4
617,18,61,-6,-3,4
618,18,61,-4,-6,-3
619,18,65,6,5,2
620,18,70,6,5,-3
621,18,77,4,-5,-6
622,18,81,-6,-3,-6
623,19,6,1,1,-2
624,19,11,1,1,3
625,19,14,3,-2,1
626,19,17,-1,4,0
627,19,17,0,-4,-1
628,19,21,-2,-1,-4
629,19,24,-4,2,-2
630,19,25,4,3,0
631,19,29,-4,2,3
632,19,29,3,-2,-4
633,19,32,0,-4,4
634,19,35,-5,-3,-1
635,19,40,6,0,-2
636,19,41,-2,-1,6
637,19,42,-1,4,-5
638,19,42,-1,4,5
639,19,44,2,6,2
640,19,45,6,0,3
641,19,49,-3,-6,2
642,19,49,2,6,-3
643,19,49,3,-2,6
644,19,50,-5,-3,4
645,19,50,4,3,-5
646,19,50,4,3,5
647,19,51,5,-5,-1
648,19,52,0,-4,-6
649,19,54,-3,-6,-3
650,19,61,-6,5,0
651,19,66,5,-5,4
652,19,70,-5,-3,-6
653,19,86,-6,5,-5
654,19,86,-6,5,5
655,19,86,5,-5,-6
656,20,9,2,1,-2
657,20,14,2,1,3
658,20,16,0,4,0
659,20,17,-3,2,-2
660,20,18,-1,-1,-4
661,20,18,1,-4,-1
662,20,21,4,-2,1
663,20,22,-3,2,3
664,20,26,-4,-3,-1
665,20,33,1,-4,4
666,20,34,5,3,0
667,20,36,4,-2,-4
668,20,37,-6,0,1
669,20,38,-1,-1,6
670,20,41,-4,-3,4
671,20,41,0,4,-5
672,20,41,0,4,5
673,20,44,-2,-6,2
674,20,49,-2,-6,-3
675,20,49,3,6,2
676,20,50,-5,5,0
677,20,52,-6,0,-4
678,20,53,1,-4,-6
679,20,54,3,6,-3
680,20,56,4,-2,6
681,20,59,5,3,-5
682,20,59,5,3,5
683,20,61,-4,-3,-6
684,20,62,6,-5,-1
685,20,72,-6,0,6
686,20,75,-5,5,-5
687,20,75,-5,5,5
688,20,77,6,-5,4
689,20,97,6,-5,-6
690,21,12,-2,2,-2
691,21,14,3,1,-2
692,21,17,-2,2,3
693,21,17,0,-1,-4
694,21,17,1,4,0
695,21,19,-3,-3,-1
696,21,19,3,1,3
697,21,21,2,-4,-1
698,21,26,-5,0,1
699,21,30,5,-2,1
700,21,34,-3,-3,4
701,21,36,2,-4,4
702,21,37,0,-1,6
703,21,41,-5,0,-4
704,21,41,-4,5,0
705,21,41,-1,-6,2
706,21,42,1,4,-5
707,21,42,1,4,5
708,21,45,5,-2,-4
709,21,45,6,3,0
710,21,46,-1,-6,-3
711,21,54,-3,-3,-6
712,21,56,2,-4,-6
713,21,56,4,6,2
714,21,61,-5,0,6
715,21,61,4,6,-3
716,21,65,-6,-5,2
717,21,65,5,-2,6
718,21,66,-4,5,-5
719,21,66,-4,5,5
720,21,70,-6,-5,-3
721,21,70,6,3,-5
722,21,70,6,3,5
723,22,9,-1,2,-2
724,22,14,-2,-3,-1
725,22,14,-1,2,3
726,22,17,-4,0,1
727,22,18,1,-1,-4
728,22,20,2,4,0
729,22,21,4,1,-2
730,22,26,3,-4,-1
731,22,26,4,1,3
732,22,29,-2,-3,4
733,22,32,-4,0,-4
734,22,34,-3,5,0
735,22,38,1,-1,6
736,22,40,0,-6,2
737,22,41,3,-4,4
738,22,41,6,-2,1
739,22,45,0,-6,-3
740,22,45,2,4,-5
741,22,45,2,4,5
742,22,49,-6,3,-2
743,22,49,-2,-3,-6
744,22,52,-4,0,6
745,22,54,-6,3,3
746,22,54,-5,-5,2
747,22,56,6,-2,-4
748,22,59,-5,-5,-3
749,22,59,-3,5,-5
750,22,59,-3,5,5
751,22,61,3,-4,-6
752,22,65,5,6,2
753,22,70,5,6,-3
754,22,76,6,-2,6
755,23,8,0,2,-2
756,23,10,-3,0,1
757,23,11,-1,-3,-1
758,23,13,0,2,3
759,23,21,2,-1,-4
760,23,25,-3,0,-4
761,23,25,3,4,0
762,23,26,-1,-3,4
763,23,29,-2,5,0
764,23,30,5,1,-2
765,23,33,4,-4,-1
766,23,35,5,1,3
767,23,38,-5,3,-2
768,23,41,-6,-2,-1
769,23,41,1,-6,2
770,23,41,2,-1,6
771,23,43,-5,3,3
772,23,45,-4,-5,2
773,23,45,-3,0,6
774,23,46,-1,-3,-6
775,23,46,1,-6,-3
776,23,48,4,-4,4
777,23,50,-4,-5,-3
778,23,50,3,4,-5
779,23,50,3,4,5
780,23,54,-2,5,-5
781,23,54,-2,5,5
782,23,56,-6,-2,4
783,23,68,4,-4,-6
784,23,76,-6,-2,-6
785,23,76,6,6,2
786,23,81,6,6,-3
787,24,9,1,2,-2
788,24,10,0,-3,-1
789,24,11,3,-1,1
790,24,14,1,2,3
791,24,20,-2,0,-4
792,24,25,0,-3,4
793,24,26,-1,5,0
794,24,26,3,-1,-4
795,24,29,-4,3,-2
796,24,30,-5,-2,-1
797,24,32,4,4,0
798,24,34,-4,3,3
799,24,38,-3,-5,2
800,24,40,-2,0,6
801,24,41,6,1,-2
802,24,42,5,-4,-1
803,24,43,-3,-5,-3
804,24,44,2,-6,2
805,24,45,-5,-2,4
806,24,45,0,-3,-6
807,24,46,3,-1,6
808,24,46,6,1,3
809,24,49,2,-6,-3
810,24,51,-1,5,-5
811,24,51,-1,5,5
812,24,57,4,4,-5
813,24,57,4,4,5
814,24,57,5,-4,4
815,24,65,-5,-2,-6
816,24,72,-6,6,0
817,24,77,5,-4,-6
818,24,97,-6,6,-5
819,24,97,-6,6,5
820,25,11,1,-3,-1
821,25,12,2,2,-2
822,25,17,-1,0,-4
823,25,17,2,2,3
824,25,18,4,-1,1
825,25,21,-4,-2,-1
826,25,22,-3,3,-2
827,25,25,0,5,0
828,25,26,1,-3,4
829,25,27,-3,3,3
830,25,33,-2,-5,2
831,25,33,4,-1,-4
832,25,36,-4,-2,4
833,25,37,-1,0,6
834,25,38,-6,1,1
835,25,38,-2,-5,-3
836,25,41,5,4,0
837,25,46,1,-3,-6
838,25,49,3,-6,2
839,25,50,0,5,-5
840,25,50,0,5,5
841,25,53,-6,1,-4
842,25,53,4,-1,6
843,25,53,6,-4,-1
844,25,54,3,-6,-3
845,25,56,-4,-2,-6
846,25,61,-5,6,0
847,25,66,5,4,-5
848,25,66,5,4,5
849,25,68,6,-4,4
850,25,73,-6,1,6
851,25,86,-5,6,-5
852,25,86,-5,6,5
853,25,88,6,-4,-6
854,26,14,-3,-2,-1
855,26,14,2,-3,-1
856,26,16,0,0,-4
857,26,17,-2,3,-2
858,26,17,3,2,-2
859,26,22,-2,3,3
860,26,22,3,2,3
861,26,26,1,5,0
862,26,27,-5,1,1
863,26,27,5,-1,1
864,26,29,-3,-2,4
865,26,29,2,-3,4
866,26,30,-1,-5,2
867,26,35,-1,-5,-3
868,26,36,0,0,6
869,26,42,-5,1,-4
870,26,42,5,-1,-4
871,26,49,-3,-2,-6
872,26,49,2,-3,-6
873,26,51,1,5,-5
874,26,51,1,5,5
875,26,52,-4,6,0
876,26,52,6,4,0
877,26,56,-6,-4,2
878,26,56,4,-6,2
879,26,61,-6,-4,-3
880,26,61,4,-6,-3
881,26,62,-5,1,6
882,26,62,5,-1,6
883,26,77,-4,6,-5
884,26,77,-4,6,5
885,26,77,6,4,-5
886,26,77,6,4,5
887,27,9,-2,-2,-1
888,27,14,-1,3,-2
889,27,17,1,0,-4
890,27,18,-4,1,1
891,27,19,-1,3,3
892,27,19,3,-3,-1
893,27,24,-2,-2,4
894,27,24,4,2,-2
895,27,29,0,-5,2
896,27,29,2,5,0
897,27,29,4,2,3
898,27,33,-4,1,-4
899,27,34,0,-5,-3
900,27,34,3,-3,4
901,27,37,1,0,6
902,27,38,6,-1,1
903,27,44,-2,-2,-6
904,27,45,-5,-4,2
905,27,45,-3,6,0
906,27,50,-5,-4,-3
907,27,53,-4,1,6
908,27,53,6,-1,-4
909,27,54,2,5,-5
910,27,54,2,5,5
911,27,54,3,-3,-6
912,27,56,-6,4,-2
913,27,61,-6,4,3
914,27,65,5,-6,2
915,27,70,-3,6,-5
916,27,70,-3,6,5
917,27,70,5,-6,-3
918,27,73,6,-1,6
919,28,6,-1,-2,-1
920,28,11,-3,1,1
921,28,13,0,3,-2
922,28,18,0,3,3
923,28,20,2,0,-4
924,28,21,-1,-2,4
925,28,26,-3,1,-4
926,28,26,4,-3,-1
927,28,30,1,-5,2
928,28,33,5,2,-2
929,28,34,3,5,0
930,28,35,1,-5,-3
931,28,36,-4,-4,2
932,28,38,-6,-1,-1
933,28,38,5,2,3
934,28,40,-2,6,0
935,28,40,2,0,6
936,28,41,-4,-4,-3
937,28,41,-1,-2,-6
938,28,41,4,-3,4
939,28,45,-5,4,-2
940,28,46,-3,1,6
941,28,50,-5,4,3
942,28,53,-6,-1,4
943,28,59,3,5,-5
944,28,59,3,5,5
945,28,61,4,-3,-6
946,28,65,-2,6,-5
947,28,65,-2,6,5
948,28,73,-6,-1,-6
949,28,76,6,-6,2
950,28,81,6,-6,-3
951,29,6,-2,1,1
952,29,10,3,0,1
953,29,14,1,3,-2
954,29,19,1,3,3
955,29,20,0,-2,4
956,29,21,-2,1,-4
957,29,25,3,0,-4
958,29,27,-5,-1,-1
959,29,29,-3,-4,2
960,29,33,2,-5,2
961,29,34,-3,-4,-3
962,29,35,5,-3,-1
963,29,36,-4,4,-2
964,29,37,-1,6,0
965,29,38,2,-5,-3
966,29,40,0,-2,-6
967,29,41,-4,4,3
968,29,41,-2,1,6
969,29,41,4,5,0
970,29,42,-5,-1,4
971,29,44,6,2,-2
972,29,45,3,0,6
973,29,49,6,2,3
974,29,50,5,-3,4
975,29,62,-5,-1,-6
976,29,62,-1,6,-5
977,29,62,-1,6,5
978,29,66,4,5,-5
979,29,66,4,5,5
980,29,70,5,-3,-6
981,29,72,-6,-6,0
982,29,97,-6,-6,-5
983,29,97,-6,-6,5
984,30,6,1,-2,-1
985,30,17,2,3,-2
986,30,17,4,0,1
987,30,18,-4,-1,-1
988,30,18,-1,1,-4
989,30,21,1,-2,4
990,30,22,2,3,3
991,30,24,-2,-4,2
992,30,29,-3,4,-2
993,30,29,-2,-4,-3
994,30,32,4,0,-4
995,30,33,-4,-1,4
996,30,34,-3,4,3
997,30,36,0,6,0
998,30,38,-1,1,6
999,30,38,3,-5,2
1000,30,41,-6,2,1
1001,30,41,1,-2,-6
1002,30,43,3,-5,-3
1003,30,46,6,-3,-1
1004,30,50,5,5,0
1005,30,52,4,0,6
1006,30,53,-4,-1,-6
1007,30,56,-6,2,-4
1008,30,61,-5,-6,0
1009,30,61,0,6,-5
1010,30,61,0,6,5
1011,30,61,6,-3,4
1012,30,75,5,5,-5
1013,30,75,5,5,5
1014,30,76,-6,2,6
1015,30,81,6,-3,-6
1016,30,86,-5,-6,-5
1017,30,86,-5,-6,5
1018,31,9,2,-2,-1
1019,31,11,-3,-1,-1
1020,31,17,0,1,-4
1021,31,21,-1,-4,2
1022,31,22,3,3,-2
1023,31,24,-2,4,-2
1024,31,24,2,-2,4
1025,31,26,-3,-1,4
1026,31,26,-1,-4,-3
1027,31,26,5,0,1
1028,31,27,3,3,3
1029,31,29,-2,4,3
1030,31,30,-5,2,1
1031,31,37,0,1,6
1032,31,37,1,6,0
1033,31,41,5,0,-4
1034,31,44,2,-2,-6
1035,31,45,-5,2,-4
1036,31,45,4,-5,2
