HA,3,65,w1,w2,w3
1037,31,46,-3,-1,-6
1038,31,49,-6,-3,2
1039,31,50,4,-5,-3
1040,31,52,-4,-6,0
1041,31,54,-6,-3,-3
1042,31,61,5,0,6
1043,31,61,6,5,0
1044,31,62,1,6,-5
1045,31,62,1,6,5
1046,31,65,-5,2,6
1047,31,77,-4,-6,-5
1048,31,77,-4,-6,5
1049,31,86,6,5,-5
1050,31,86,6,5,5
1051,32,6,-2,-1,-1
1052,32,14,3,-2,-1
1053,32,18,1,1,-4
1054,32,20,0,-4,2
1055,32,21,-4,2,1
1056,32,21,-2,-1,4
1057,32,21,-1,4,-2
1058,32,25,0,-4,-3
1059,32,26,-1,4,3
1060,32,29,3,-2,4
1061,32,29,4,3,-2
1062,32,34,4,3,3
1063,32,36,-4,2,-4
1064,32,37,6,0,1
1065,32,38,-5,-3,2
1066,32,38,1,1,6
1067,32,40,2,6,0
1068,32,41,-2,-1,-6
1069,32,43,-5,-3,-3
1070,32,45,-3,-6,0
1071,32,49,3,-2,-6
1072,32,52,6,0,-4
1073,32,54,5,-5,2
1074,32,56,-4,2,6
1075,32,59,5,-5,-3
1076,32,65,-6,5,-2
1077,32,65,2,6,-5
1078,32,65,2,6,5
1079,32,70,-6,5,3
1080,32,70,-3,-6,-5
1081,32,70,-3,-6,5
1082,32,72,6,0,6
1083,33,6,2,1,1
1084,33,14,-3,2,1
1085,33,18,-1,-1,4
1086,33,20,0,4,-2
1087,33,21,1,-4,2
1088,33,21,2,1,-4
1089,33,21,4,-2,-1
1090,33,25,0,4,3
1091,33,26,1,-4,-3
1092,33,29,-4,-3,2
1093,33,29,-3,2,-4
1094,33,34,-4,-3,-3
1095,33,36,4,-2,4
1096,33,37,-6,0,-1
1097,33,38,-1,-1,-6
1098,33,38,5,3,-2
1099,33,40,-2,-6,0
1100,33,41,2,1,6
1101,33,43,5,3,3
1102,33,45,3,6,0
1103,33,49,-3,2,6
1104,33,52,-6,0,4
1105,33,54,-5,5,-2
1106,33,56,4,-2,-6
1107,33,59,-5,5,3
1108,33,65,-2,-6,-5
1109,33,65,-2,-6,5
1110,33,65,6,-5,2
1111,33,70,3,6,-5
1112,33,70,3,6,5
1113,33,70,6,-5,-3
1114,33,72,-6,0,-6
1115,34,9,-2,2,1
1116,34,11,3,1,1
1117,34,17,0,-1,4
1118,34,21,1,4,-2
1119,34,22,-3,-3,2
1120,34,24,-2,2,-4
1121,34,24,2,-4,2
1122,34,26,-5,0,-1
1123,34,26,1,4,3
1124,34,26,3,1,-4
1125,34,27,-3,-3,-3
1126,34,29,2,-4,-3
1127,34,30,5,-2,-1
1128,34,37,-1,-6,0
1129,34,37,0,-1,-6
1130,34,41,-5,0,4
1131,34,44,-2,2,6
1132,34,45,-4,5,-2
1133,34,45,5,-2,4
1134,34,46,3,1,6
1135,34,49,6,3,-2
1136,34,50,-4,5,3
1137,34,52,4,6,0
1138,34,54,6,3,3
1139,34,61,-6,-5,0
1140,34,61,-5,0,-6
1141,34,62,-1,-6,-5
1142,34,62,-1,-6,5
1143,34,65,5,-2,-6
1144,34,77,4,6,-5
1145,34,77,4,6,5
1146,34,86,-6,-5,-5
1147,34,86,-6,-5,5
1148,35,6,-1,2,1
1149,35,17,-4,0,-1
1150,35,17,-2,-3,2
1151,35,18,1,-1,4
1152,35,18,4,1,1
1153,35,21,-1,2,-4
1154,35,22,-2,-3,-3
1155,35,24,2,4,-2
1156,35,29,2,4,3
1157,35,29,3,-4,2
1158,35,32,-4,0,4
1159,35,33,4,1,-4
1160,35,34,3,-4,-3
1161,35,36,0,-6,0
1162,35,38,-3,5,-2
1163,35,38,1,-1,-6
1164,35,41,-1,2,6
1165,35,41,6,-2,-1
1166,35,43,-3,5,3
1167,35,46,-6,3,1
1168,35,50,-5,-5,0
1169,35,52,-4,0,-6
1170,35,53,4,1,6
1171,35,56,6,-2,4
1172,35,61,-6,3,-4
1173,35,61,0,-6,-5
1174,35,61,0,-6,5
1175,35,61,5,6,0
1176,35,75,-5,-5,-5
1177,35,75,-5,-5,5
1178,35,76,6,-2,-6
1179,35,81,-6,3,6
1180,35,86,5,6,-5
1181,35,86,5,6,5
1182,36,6,2,-1,-1
1183,36,10,-3,0,-1
1184,36,14,-1,-3,2
1185,36,19,-1,-3,-3
1186,36,20,0,2,-4
1187,36,21,2,-1,4
1188,36,25,-3,0,4
1189,36,27,5,1,1
1190,36,29,3,4,-2
1191,36,33,-2,5,-2
1192,36,34,3,4,3
1193,36,35,-5,3,1
1194,36,36,4,-4,2
1195,36,37,1,-6,0
1196,36,38,-2,5,3
1197,36,40,0,2,6
1198,36,41,-4,-5,0
1199,36,41,2,-1,-6
1200,36,41,4,-4,-3
1201,36,42,5,1,-4
1202,36,44,-6,-2,2
1203,36,45,-3,0,-6
1204,36,49,-6,-2,-3
1205,36,50,-5,3,-4
1206,36,62,1,-6,-5
1207,36,62,1,-6,5
1208,36,62,5,1,6
1209,36,66,-4,-5,-5
1210,36,66,-4,-5,5
1211,36,70,-5,3,6
1212,36,72,6,6,0
1213,36,97,6,6,-5
1214,36,97,6,6,5
1215,37,6,1,2,1
1216,37,11,3,-1,-1
1217,37,13,0,-3,2
1218,37,18,0,-3,-3
1219,37,20,-2,0,4
1220,37,21,1,2,-4
1221,37,26,-4,3,1
1222,37,26,3,-1,4
1223,37,30,-1,5,-2
1224,37,33,-5,-2,2
1225,37,34,-3,-5,0
1226,37,35,-1,5,3
1227,37,36,4,4,-2
1228,37,38,-5,-2,-3
1229,37,38,6,1,1
1230,37,40,-2,0,-6
1231,37,40,2,-6,0
1232,37,41,-4,3,-4
1233,37,41,1,2,6
1234,37,41,4,4,3
1235,37,45,5,-4,2
1236,37,46,3,-1,-6
1237,37,50,5,-4,-3
1238,37,53,6,1,-4
1239,37,59,-3,-5,-5
1240,37,59,-3,-5,5
1241,37,61,-4,3,6
1242,37,65,2,-6,-5
1243,37,65,2,-6,5
1244,37,73,6,1,6
1245,37,76,-6,6,-2
1246,37,81,-6,6,3
1247,38,9,2,2,1
1248,38,14,1,-3,2
1249,38,17,-1,0,4
1250,38,18,4,-1,-1
1251,38,19,-3,3,1
1252,38,19,1,-3,-3
1253,38,24,-4,-2,2
1254,38,24,2,2,-4
1255,38,29,-4,-2,-3
1256,38,29,-2,-5,0
1257,38,29,0,5,-2
1258,38,33,4,-1,4
1259,38,34,-3,3,-4
1260,38,34,0,5,3
1261,38,37,-1,0,-6
1262,38,38,-6,1,-1
1263,38,44,2,2,6
1264,38,45,3,-6,0
1265,38,45,5,4,-2
1266,38,50,5,4,3
1267,38,53,-6,1,4
1268,38,53,4,-1,-6
1269,38,54,-3,3,6
1270,38,54,-2,-5,-5
1271,38,54,-2,-5,5
1272,38,56,6,-4,2
1273,38,61,6,-4,-3
1274,38,65,-5,6,-2
1275,38,70,-5,6,3
1276,38,70,3,-6,-5
1277,38,70,3,-6,5
1278,38,73,-6,1,-6
1279,39,14,-2,3,1
1280,39,14,3,2,1
1281,39,16,0,0,4
1282,39,17,-3,-2,2
1283,39,17,2,-3,2
1284,39,22,-3,-2,-3
1285,39,22,2,-3,-3
1286,39,26,-1,-5,0
1287,39,27,-5,1,-1
1288,39,27,5,-1,-1
1289,39,29,-2,3,-4
1290,39,29,3,2,-4
1291,39,30,1,5,-2
1292,39,35,1,5,3
1293,39,36,0,0,-6
1294,39,42,-5,1,4
1295,39,42,5,-1,4
1296,39,49,-2,3,6
1297,39,49,3,2,6
1298,39,51,-1,-5,-5
1299,39,51,-1,-5,5
1300,39,52,-6,-4,0
1301,39,52,4,-6,0
1302,39,56,-4,6,-2
1303,39,56,6,4,-2
1304,39,61,-4,6,3
1305,39,61,6,4,3
1306,39,62,-5,1,-6
1307,39,62,5,-1,-6
1308,39,77,-6,-4,-5
1309,39,77,-6,-4,5
1310,39,77,4,-6,-5
1311,39,77,4,-6,5
1312,40,11,-1,3,1
1313,40,12,-2,-2,2
1314,40,17,-2,-2,-3
1315,40,17,1,0,4
1316,40,18,-4,1,-1
1317,40,21,4,2,1
1318,40,22,3,-3,2
1319,40,25,0,-5,0
1320,40,26,-1,3,-4
1321,40,27,3,-3,-3
1322,40,33,-4,1,4
1323,40,33,2,5,-2
1324,40,36,4,2,-4
1325,40,37,1,0,-6
1326,40,38,2,5,3
1327,40,38,6,-1,-1
1328,40,41,-5,-4,0
1329,40,46,-1,3,6
1330,40,49,-3,6,-2
1331,40,50,0,-5,-5
1332,40,50,0,-5,5
1333,40,53,-6,4,1
1334,40,53,-4,1,-6
1335,40,53,6,-1,4
1336,40,54,-3,6,3
1337,40,56,4,2,6
1338,40,61,5,-6,0
1339,40,66,-5,-4,-5
1340,40,66,-5,-4,5
1341,40,68,-6,4,-4
1342,40,73,6,-1,-6
1343,40,86,5,-6,-5
1344,40,86,5,-6,5
1345,40,88,-6,4,6
1346,41,9,-1,-2,2
1347,41,10,0,3,1
1348,41,11,-3,1,-1
1349,41,14,-1,-2,-3
1350,41,20,2,0,4
1351,41,25,0,3,-4
1352,41,26,-3,1,4
1353,41,26,1,-5,0
1354,41,29,4,-3,2
1355,41,30,5,2,1
1356,41,32,-4,-4,0
1357,41,34,4,-3,-3
1358,41,38,3,5,-2
1359,41,40,2,0,-6
1360,41,41,-6,-1,2
1361,41,42,-5,4,1
1362,41,43,3,5,3
1363,41,44,-2,6,-2
1364,41,45,0,3,6
1365,41,45,5,2,-4
1366,41,46,-6,-1,-3
1367,41,46,-3,1,-6
1368,41,49,-2,6,3
1369,41,51,1,-5,-5
1370,41,51,1,-5,5
1371,41,57,-5,4,-4
1372,41,57,-4,-4,-5
1373,41,57,-4,-4,5
1374,41,65,5,2,6
1375,41,72,6,-6,0
1376,41,77,-5,4,6
1377,41,97,6,-6,-5
1378,41,97,6,-6,5
1379,42,8,0,-2,2
1380,42,10,3,0,-1
1381,42,11,1,3,1
1382,42,13,0,-2,-3
1383,42,21,-2,1,4
1384,42,25,-3,-4,0
1385,42,25,3,0,4
1386,42,26,1,3,-4
1387,42,29,2,-5,0
1388,42,30,-5,-1,2
1389,42,33,-4,4,1
1390,42,35,-5,-1,-3
1391,42,38,5,-3,2
1392,42,41,-2,1,-6
1393,42,41,-1,6,-2
1394,42,41,6,2,1
1395,42,43,5,-3,-3
1396,42,45,3,0,-6
1397,42,45,4,5,-2
1398,42,46,-1,6,3
1399,42,46,1,3,6
1400,42,48,-4,4,-4
1401,42,50,-3,-4,-5
1402,42,50,-3,-4,5
1403,42,50,4,5,3
1404,42,54,2,-5,-5
1405,42,54,2,-5,5
1406,42,56,6,2,-4
1407,42,68,-4,4,6
1408,42,76,-6,-6,-2
1409,42,76,6,2,6
1410,42,81,-6,-6,3
1411,43,9,1,-2,2
1412,43,14,1,-2,-3
1413,43,14,2,3,1
1414,43,17,4,0,-1
1415,43,18,-1,1,4
1416,43,20,-2,-4,0
1417,43,21,-4,-1,2
1418,43,26,-4,-1,-3
1419,43,26,-3,4,1
1420,43,29,2,3,-4
1421,43,32,4,0,4
1422,43,34,3,-5,0
1423,43,38,-1,1,-6
1424,43,40,0,6,-2
1425,43,41,-6,2,-1
1426,43,41,-3,4,-4
1427,43,45,-2,-4,-5
1428,43,45,-2,-4,5
1429,43,45,0,6,3
1430,43,49,2,3,6
1431,43,49,6,-3,2
1432,43,52,4,0,-6
1433,43,54,5,5,-2
1434,43,54,6,-3,-3
1435,43,56,-6,2,4
1436,43,59,3,-5,-5
1437,43,59,3,-5,5
1438,43,59,5,5,3
1439,43,61,-3,4,6
1440,43,65,-5,-6,-2
1441,43,70,-5,-6,3
1442,43,76,-6,2,-6
1443,44,12,2,-2,2
1444,44,14,-3,-1,2
1445,44,17,-1,-4,0
1446,44,17,0,1,4
1447,44,17,2,-2,-3
1448,44,19,-3,-1,-3
1449,44,19,3,3,1
1450,44,21,-2,4,1
1451,44,26,5,0,-1
1452,44,30,-5,2,-1
1453,44,34,3,3,-4
1454,44,36,-2,4,-4
1455,44,37,0,1,-6
1456,44,41,1,6,-2
1457,44,41,4,-5,0
1458,44,41,5,0,4
1459,44,42,-1,-4,-5
1460,44,42,-1,-4,5
1461,44,45,-6,-3,0
1462,44,45,-5,2,4
1463,44,46,1,6,3
1464,44,54,3,3,6
1465,44,56,-4,-6,-2
1466,44,56,-2,4,6
1467,44,61,-4,-6,3
1468,44,61,5,0,-6
1469,44,65,-5,2,-6
1470,44,65,6,5,-2
1471,44,66,4,-5,-5
1472,44,66,4,-5,5
1473,44,70,-6,-3,-5
1474,44,70,-6,-3,5
1475,44,70,6,5,3
1476,45,9,-2,-1,2
1477,45,14,-2,-1,-3
1478,45,16,0,-4,0
1479,45,17,3,-2,2
1480,45,18,-1,4,1
1481,45,18,1,1,4
1482,45,21,-4,2,-1
1483,45,22,3,-2,-3
1484,45,26,4,3,1
1485,45,33,-1,4,-4
1486,45,34,-5,-3,0
1487,45,36,-4,2,4
1488,45,37,6,0,-1
1489,45,38,1,1,-6
1490,45,41,0,-4,-5
1491,45,41,0,-4,5
1492,45,41,4,3,-4
1493,45,44,2,6,-2
1494,45,49,-3,-6,-2
1495,45,49,2,6,3
1496,45,50,5,-5,0
1497,45,52,6,0,4
1498,45,53,-1,4,6
1499,45,54,-3,-6,3
1500,45,56,-4,2,-6
1501,45,59,-5,-3,-5
1502,45,59,-5,-3,5
1503,45,61,4,3,6
1504,45,62,-6,5,1
1505,45,72,6,0,-6
1506,45,75,5,-5,-5
1507,45,75,5,-5,5
1508,45,77,-6,5,-4
1509,45,97,-6,5,6
1510,46,6,2,1,-1
1511,46,11,-1,-1,-3
1512,46,14,-3,2,-1
1513,46,17,0,4,1
1514,46,17,1,-4,0
1515,46,21,2,1,4
1516,46,24,4,-2,2
1517,46,25,-4,-3,0
1518,46,29,-3,2,4
1519,46,29,4,-2,-3
1520,46,32,0,4,-4
1521,46,35,5,3,1
1522,46,40,-6,0,2
1523,46,41,2,1,-6
1524,46,42,1,-4,-5
1525,46,42,1,-4,5
1526,46,44,-2,-6,-2
1527,46,45,-6,0,-3
1528,46,49,-3,2,-6
1529,46,49,-2,-6,3
1530,46,49,3,6,-2
1531,46,50,-4,-3,-5
1532,46,50,-4,-3,5
1533,46,50,5,3,-4
1534,46,51,-5,5,1
1535,46,52,0,4,6
1536,46,54,3,6,3
1537,46,61,6,-5,0
1538,46,66,-5,5,-4
1539,46,70,5,3,6
1540,46,86,-5,5,6
1541,46,86,6,-5,-5
1542,46,86,6,-5,5
1543,47,9,-2,2,-1
1544,47,10,0,-1,-3
1545,47,11,3,1,-1
1546,47,18,-3,-3,0
1547,47,18,1,4,1
1548,47,20,2,-4,0
1549,47,24,-2,2,4
1550,47,26,3,1,4
1551,47,29,-5,0,2
1552,47,33,1,4,-4
1553,47,33,5,-2,2
1554,47,34,-5,0,-3
1555,47,38,5,-2,-3
1556,47,41,-1,-6,-2
1557,47,42,-4,5,1
1558,47,43,-3,-3,-5
1559,47,43,-3,-3,5
1560,47,44,-2,2,-6
1561,47,45,2,-4,-5
1562,47,45,2,-4,5
1563,47,46,-1,-6,3
1564,47,46,3,1,-6
1565,47,46,6,3,1
1566,47,53,1,4,6
1567,47,56,4,6,-2
1568,47,57,-4,5,-4
1569,47,61,4,6,3
1570,47,61,6,3,-4
1571,47,65,-6,-5,-2
1572,47,70,-6,-5,3
1573,47,77,-4,5,6
1574,47,81,6,3,6
1575,48,6,1,-1,2
1576,48,11,1,-1,-3
1577,48,13,-2,-3,0
1578,48,18,4,1,-1
1579,48,20,-4,0,2
1580,48,21,-1,2,4
1581,48,21,2,4,1
1582,48,25,-4,0,-3
1583,48,25,3,-4,0
1584,48,33,4,1,4
1585,48,35,-3,5,1
1586,48,36,2,4,-4
1587,48,38,-2,-3,-5
1588,48,38,-2,-3,5
1589,48,40,0,-6,-2
1590,48,41,-1,2,-6
1591,48,44,6,-2,2
1592,48,45,0,-6,3
1593,48,46,-6,3,-1
1594,48,49,6,-2,-3
1595,48,50,-3,5,-4
1596,48,50,3,-4,-5
1597,48,50,3,-4,5
1598,48,53,4,1,-6
1599,48,54,-5,-5,-2
1600,48,56,2,4,6
1601,48,59,-5,-5,3
1602,48,61,-6,3,4
1603,48,65,5,6,-2
1604,48,70,-3,5,6
1605,48,70,5,6,3
1606,48,81,-6,3,-6
1607,49,9,2,-1,2
1608,49,10,-1,-3,0
1609,49,13,-3,0,2
1610,49,14,2,-1,-3
1611,49,18,-3,0,-3
1612,49,20,0,2,4
1613,49,26,3,4,1
1614,49,27,5,1,-1
1615,49,30,-2,5,1
1616,49,32,4,-4,0
1617,49,35,-5,3,-1
1618,49,35,-1,-3,-5
1619,49,35,-1,-3,5
1620,49,40,-6,-2,0
1621,49,40,0,2,-6
1622,49,41,1,-6,-2
1623,49,41,3,4,-4
1624,49,42,5,1,4
1625,49,45,-4,-5,-2
1626,49,45,-2,5,-4
1627,49,46,1,-6,3
1628,49,50,-5,3,4
1629,49,50,-4,-5,3
1630,49,57,4,-4,-5
1631,49,57,4,-4,5
1632,49,61,3,4,6
1633,49,62,5,1,-6
1634,49,65,-6,-2,-5
1635,49,65,-6,-2,5
1636,49,65,-2,5,6
1637,49,70,-5,3,-6
1638,49,76,6,6,-2
1639,49,81,6,6,3
1640,50,8,-2,0,2
1641,50,9,0,-3,0
1642,50,13,-2,0,-3
1643,50,14,3,-1,2
1644,50,19,3,-1,-3
1645,50,21,1,2,4
1646,50,26,-4,3,-1
1647,50,27,-1,5,1
1648,50,29,-5,-2,0
1649,50,33,4,4,1
1650,50,34,0,-3,-5
1651,50,34,0,-3,5
1652,50,38,-3,-5,-2
1653,50,38,6,1,-1
1654,50,41,-4,3,4
1655,50,41,1,2,-6
1656,50,41,5,-4,0
1657,50,42,-1,5,-4
1658,50,43,-3,-5,3
1659,50,44,2,-6,-2
1660,50,48,4,4,-4
1661,50,49,2,-6,3
1662,50,53,6,1,4
1663,50,54,-5,-2,-5
1664,50,54,-5,-2,5
1665,50,61,-4,3,-6
1666,50,62,-1,5,6
1667,50,66,5,-4,-5
1668,50,66,5,-4,5
1669,50,68,4,4,6
1670,50,73,-6,6,1
1671,50,73,6,1,-6
1672,50,88,-6,6,-4
1673,50,108,-6,6,6
1674,51,9,2,2,-1
1675,51,10,-1,0,-3
1676,51,10,1,-3,0
1677,51,19,-3,3,-1
1678,51,20,-4,-2,0
1679,51,21,4,-1,2
1680,51,24,2,2,4
1681,51,26,0,5,1
1682,51,26,4,-1,-3
1683,51,33,-2,-5,-2
1684,51,34,-3,3,4
1685,51,35,1,-3,-5
1686,51,35,1,-3,5
1687,51,38,-2,-5,3
1688,51,41,-6,1,2
1689,51,41,0,5,-4
1690,51,42,5,4,1
1691,51,44,2,2,-6
1692,51,45,-4,-2,-5
1693,51,45,-4,-2,5
1694,51,46,-6,1,-3
1695,51,49,3,-6,-2
1696,51,52,6,-4,0
1697,51,54,-3,3,-6
1698,51,54,3,-6,3
1699,51,57,5,4,-4
1700,51,61,0,5,6
1701,51,62,-5,6,1
1702,51,77,-5,6,-4
1703,51,77,5,4,6
1704,51,77,6,-4,-5
1705,51,77,6,-4,5
1706,51,97,-5,6,6
1707,52,9,0,0,-3
1708,52,13,-3,-2,0
1709,52,13,2,-3,0
1710,52,14,-2,3,-1
1711,52,14,3,2,-1
1712,52,27,1,5,1
1713,52,29,-2,3,4
1714,52,29,3,2,4
1715,52,30,-5,1,2
1716,52,30,-1,-5,-2
1717,52,30,5,-1,2
1718,52,35,-5,1,-3
1719,52,35,-1,-5,3
1720,52,35,5,-1,-3
1721,52,38,-3,-2,-5
1722,52,38,-3,-2,5
1723,52,38,2,-3,-5
1724,52,38,2,-3,5
1725,52,42,1,5,-4
1726,52,49,-2,3,-6
1727,52,49,3,2,-6
1728,52,53,-4,6,1
1729,52,53,6,4,1
1730,52,56,-6,-4,-2
1731,52,56,4,-6,-2
1732,52,61,-6,-4,3
1733,52,61,4,-6,3
1734,52,62,1,5,6
1735,52,68,-4,6,-4
1736,52,68,6,4,-4
1737,52,88,-4,6,6
1738,52,88,6,4,6
1739,53,8,-2,-2,0
1740,53,10,1,0,-3
1741,53,11,-1,3,-1
1742,53,18,3,-3,0
1743,53,21,-4,1,2
1744,53,21,4,2,-1
1745,53,26,-4,1,-3
1746,53,26,-1,3,4
1747,53,29,0,-5,-2
1748,53,30,2,5,1
1749,53,33,-2,-2,-5
1750,53,33,-2,-2,5
1751,53,34,0,-5,3
1752,53,36,4,2,4
1753,53,41,6,-1,2
1754,53,43,3,-3,-5
1755,53,43,3,-3,5
1756,53,45,-5,-4,-2
1757,53,45,2,5,-4
1758,53,46,-3,6,1
1759,53,46,-1,3,-6
1760,53,46,6,-1,-3
1761,53,50,-5,-4,3
1762,53,53,-6,4,-1
1763,53,56,4,2,-6
1764,53,61,-3,6,-4
1765,53,65,2,5,6
1766,53,65,5,-6,-2
1767,53,68,-6,4,4
1768,53,70,5,-6,3
1769,53,81,-3,6,6
1770,53,88,-6,4,-6
1771,54,8,2,0,2
1772,54,10,0,3,-1
1773,54,13,2,0,-3
1774,54,14,-3,1,2
1775,54,19,-3,1,-3
1776,54,25,0,3,4
1777,54,25,4,-3,0
1778,54,30,-1,-2,-5
1779,54,30,-1,-2,5
1780,54,30,1,-5,-2
1781,54,30,5,2,-1
1782,54,35,1,-5,3
1783,54,35,3,5,1
1784,54,36,-4,-4,-2
1785,54,37,-6,-1,0
1786,54,41,-4,-4,3
1787,54,41,-2,6,1
1788,54,42,-5,4,-1
1789,54,45,0,3,-6
1790,54,45,5,2,4
1791,54,50,3,5,-4
1792,54,50,4,-3,-5
1793,54,50,4,-3,5
1794,54,56,-2,6,-4
1795,54,57,-5,4,4
1796,54,62,-6,-1,-5
1797,54,62,-6,-1,5
1798,54,65,5,2,-6
1799,54,70,3,5,6
1800,54,76,-2,6,6
1801,54,76,6,-6,-2
1802,54,77,-5,4,-6
1803,54,81,6,-6,3
1804,55,9,-2,1,2
1805,55,11,1,3,-1
1806,55,13,3,0,2
1807,55,14,-2,1,-3
1808,55,18,3,0,-3
1809,55,26,-5,-1,0
1810,55,26,1,3,4
1811,55,29,-3,-4,-2
1812,55,29,0,-2,-5
1813,55,29,0,-2,5
1814,55,33,-4,4,-1
1815,55,33,2,-5,-2
1816,55,34,-3,-4,3
1817,55,34,5,-3,0
1818,55,38,-1,6,1
1819,55,38,2,-5,3
1820,55,41,6,2,-1
1821,55,42,4,5,1
1822,55,46,1,3,-6
1823,55,48,-4,4,4
1824,55,51,-5,-1,-5
1825,55,51,-5,-1,5
1826,55,53,-1,6,-4
1827,55,56,6,2,4
1828,55,57,4,5,-4
1829,55,59,5,-3,-5
1830,55,59,5,-3,5
1831,55,68,-4,4,-6
1832,55,73,-6,-6,1
1833,55,73,-1,6,6
1834,55,76,6,2,-6
1835,55,77,4,5,6
1836,55,88,-6,-6,-4
1837,55,108,-6,-6,6
1838,56,6,-1,1,2
1839,56,11,-1,1,-3
1840,56,14,2,3,-1
1841,56,17,-4,-1,0
1842,56,20,4,0,2
1843,56,24,-2,-4,-2
1844,56,25,4,0,-3
1845,56,26,-3,4,-1
1846,56,29,-2,-4,3
1847,56,29,2,3,4
1848,56,30,1,-2,-5
1849,56,30,1,-2,5
1850,56,37,0,6,1
1851,56,38,3,-5,-2
1852,56,41,-3,4,4
1853,56,42,-4,-1,-5
1854,56,42,-4,-1,5
1855,56,43,3,-5,3
1856,56,44,-6,2,2
1857,56,45,6,-3,0
1858,56,49,-6,2,-3
1859,56,49,2,3,-6
1860,56,51,5,5,1
1861,56,52,0,6,-4
1862,56,61,-3,4,-6
1863,56,62,-5,-6,1
1864,56,66,5,5,-4
1865,56,70,6,-3,-5
1866,56,70,6,-3,5
1867,56,72,0,6,6
1868,56,77,-5,-6,-4
1869,56,86,5,5,6
1870,56,97,-5,-6,6
1871,57,8,2,-2,0
1872,57,10,-3,-1,0
1873,57,10,0,1,-3
1874,57,19,3,3,-1
1875,57,21,-2,4,-1
1876,57,21,-1,-4,-2
1877,57,26,-1,-4,3
1878,57,29,5,0,2
1879,57,33,-5,2,2
1880,57,33,2,-2,-5
1881,57,33,2,-2,5
1882,57,34,3,3,4
1883,57,34,5,0,-3
1884,57,35,-3,-1,-5
1885,57,35,-3,-1,5
1886,57,36,-2,4,4
1887,57,38,-5,2,-3
1888,57,38,1,6,1
1889,57,45,4,-5,-2
1890,57,49,-6,-3,-2
1891,57,50,4,-5,3
1892,57,53,-4,-6,1
1893,57,53,1,6,-4
1894,57,54,-6,-3,3
1895,57,54,3,3,-6
1896,57,56,-2,4,-6
1897,57,62,6,5,1
1898,57,68,-4,-6,-4
1899,57,73,1,6,6
1900,57,77,6,5,-4
1901,57,88,-4,-6,6
1902,57,97,6,5,6
1903,58,6,1,1,2
1904,58,11,1,1,-3
1905,58,13,3,-2,0
1906,58,18,-1,4,-1
1907,58,20,0,-4,-2
1908,58,24,-4,2,2
1909,58,25,0,-4,3
1910,58,26,4,3,-1
1911,58,29,-4,2,-3
1912,58,30,-2,-1,-5
1913,58,30,-2,-1,5
1914,58,33,-1,4,4
1915,58,38,-5,-3,-2
1916,58,38,3,-2,-5
1917,58,38,3,-2,5
1918,58,40,6,0,2
1919,58,41,2,6,1
1920,58,41,4,3,4
1921,58,43,-5,-3,3
1922,58,45,6,0,-3
1923,58,46,-3,-6,1
1924,58,53,-1,4,-6
1925,58,54,5,-5,-2
1926,58,56,2,6,-4
1927,58,59,5,-5,3
1928,58,61,-3,-6,-4
1929,58,61,4,3,-6
1930,58,62,-6,5,-1
1931,58,76,2,6,6
1932,58,77,-6,5,4
1933,58,81,-3,-6,6
1934,58,97,-6,5,-6
1935,59,9,2,1,2
1936,59,14,2,1,-3
1937,59,17,-3,2,2
1938,59,17,0,4,-1
1939,59,20,4,-2,0
1940,59,21,1,-4,-2
1941,59,22,-3,2,-3
1942,59,26,1,-4,3
1943,59,27,-1,-1,-5
1944,59,27,-1,-1,5
1945,59,29,-4,-3,-2
1946,59,32,0,4,4
1947,59,34,-4,-3,3
1948,59,35,5,3,-1
1949,59,36,-6,0,0
1950,59,41,-2,-6,1
1951,59,45,4,-2,-5
1952,59,45,4,-2,5
1953,59,46,3,6,1
1954,59,50,5,3,4
1955,59,51,-5,5,-1
1956,59,52,0,4,-6
1957,59,56,-2,-6,-4
1958,59,61,-6,0,-5
1959,59,61,-6,0,5
1960,59,61,3,6,-4
1961,59,65,6,-5,-2
1962,59,66,-5,5,4
1963,59,70,5,3,-6
1964,59,70,6,-5,3
1965,59,76,-2,-6,6
1966,59,81,3,6,6
1967,59,86,-5,5,-6
1968,60,12,-2,2,2
1969,60,14,3,1,2
1970,60,17,-2,2,-3
1971,60,18,1,4,-1
1972,60,19,3,1,-3
1973,60,22,-3,-3,-2
1974,60,24,2,-4,-2
1975,60,25,-5,0,0
1976,60,26,0,-1,-5
1977,60,26,0,-1,5
1978,60,27,-3,-3,3
1979,60,29,2,-4,3
1980,60,29,5,-2,0
1981,60,33,1,4,4
1982,60,38,-1,-6,1
1983,60,42,-4,5,-1
1984,60,46,6,3,-1
1985,60,50,-5,0,-5
1986,60,50,-5,0,5
1987,60,53,-1,-6,-4
1988,60,53,1,4,-6
1989,60,53,4,6,1
1990,60,54,5,-2,-5
1991,60,54,5,-2,5
1992,60,57,-4,5,4
1993,60,61,6,3,4
1994,60,62,-6,-5,1
1995,60,68,4,6,-4
1996,60,73,-1,-6,6
1997,60,77,-6,-5,-4
1998,60,77,-4,5,-6
1999,60,81,6,3,-6
2000,60,88,4,6,6
2001,60,97,-6,-5,6
2002,61,9,-1,2,2
2003,61,14,-1,2,-3
2004,61,16,-4,0,0
2005,61,17,-2,-3,-2
2006,61,21,2,4,-1
2007,61,21,4,1,2
2008,61,22,-2,-3,3
