,Red_his,Green_his,Blue_his
194,4659.0,927.0,24.0
195,5174.0,871.0,20.0
196,6037.0,761.0,18.0
197,5652.0,648.0,22.0
198,5263.0,533.0,14.0
199,4394.0,511.0,15.0
200,4210.0,444.0,13.0
201,4427.0,334.0,8.0
202,4481.0,286.0,5.0
203,4626.0,234.0,5.0
204,5384.0,201.0,7.0
205,5684.0,169.0,7.0
206,5590.0,131.0,3.0
207,5325.0,125.0,3.0
208,5942.0,142.0,3.0
209,6089.0,102.0,3.0
210,5487.0,111.0,1.0
211,5428.0,114.0,0.0
212,4753.0,93.0,2.0
213,4867.0,70.0,1.0
214,5780.0,81.0,0.0
215,5617.0,95.0,1.0
216,5457.0,111.0,1.0
217,5636.0,113.0,0.0
218,4925.0,101.0,2.0
219,4898.0,84.0,0.0
220,4971.0,47.0,2.0
221,5152.0,54.0,0.0
222,5006.0,38.0,0.0
223,4303.0,41.0,0.0
224,3897.0,37.0,0.0
225,3779.0,26.0,0.0
226,3710.0,19.0,1.0
227,3674.0,21.0,0.0
228,3538.0,11.0,3.0
229,3185.0,6.0,1.0
230,2914.0,7.0,1.0
231,2751.0,9.0,0.0
232,2574.0,6.0,1.0
233,2502.0,3.0,2.0
234,2329.0,7.0,3.0
235,1720.0,3.0,1.0
236,1688.0,7.0,1.0
237,1493.0,1.0,1.0
238,967.0,4.0,1.0
239,1011.0,4.0,1.0
240,964.0,0.0,2.0
241,1361.0,1.0,4.0
242,875.0,1.0,0.0
243,775.0,2.0,2.0
244,516.0,1.0,5.0
245,314.0,5.0,3.0
246,194.0,4.0,1.0
247,182.0,2.0,0.0
248,148.0,6.0,0.0
249,101.0,2.0,3.0
250,77.0,4.0,5.0
251,50.0,4.0,13.0
252,57.0,6.0,1.0
253,70.0,20.0,18.0
254,89.0,33.0,11.0
255,205.0,192.0,112.0
