,Red_his,Green_his,Blue_his
194,785.0,15.0,225.0
195,765.0,23.0,176.0
196,680.0,30.0,157.0
197,640.0,24.0,132.0
198,419.0,37.0,157.0
199,294.0,24.0,138.0
200,197.0,16.0,117.0
201,178.0,23.0,92.0
202,119.0,33.0,79.0
203,350.0,236.0,209.0
204,132.0,89.0,52.0
205,98.0,76.0,41.0
206,118.0,73.0,33.0
207,92.0,73.0,28.0
208,102.0,80.0,13.0
209,107.0,80.0,7.0
210,126.0,49.0,13.0
211,71.0,17.0,12.0
212,24.0,2.0,2.0
213,13.0,0.0,4.0
214,8.0,0.0,4.0
215,7.0,0.0,1.0
216,1.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
