,Red_his,Green_his,Blue_his
199,2894.0,2843.0,176.0
200,2889.0,2710.0,137.0
201,2798.0,2411.0,138.0
202,2796.0,2118.0,125.0
203,2746.0,1956.0,113.0
204,2596.0,1733.0,127.0
205,2522.0,1655.0,89.0
206,2459.0,1566.0,90.0
207,2463.0,1433.0,72.0
208,2327.0,1356.0,86.0
209,2181.0,1323.0,85.0
210,2040.0,1237.0,70.0
211,1925.0,1119.0,52.0
212,1895.0,1069.0,67.0
213,1821.0,1029.0,60.0
214,1784.0,1015.0,58.0
215,1774.0,1038.0,40.0
216,1632.0,955.0,41.0
217,1581.0,921.0,49.0
218,1575.0,885.0,24.0
219,1447.0,882.0,46.0
220,1569.0,812.0,36.0
221,1554.0,767.0,31.0
222,1828.0,814.0,41.0
223,2015.0,799.0,28.0
224,2069.0,776.0,34.0
225,1994.0,674.0,21.0
226,1941.0,612.0,29.0
227,2091.0,680.0,31.0
228,2403.0,553.0,19.0
229,2336.0,530.0,38.0
230,2450.0,464.0,33.0
231,2408.0,488.0,27.0
232,2516.0,447.0,24.0
233,2288.0,442.0,30.0
234,2260.0,405.0,30.0
235,2054.0,377.0,36.0
236,1908.0,347.0,27.0
237,1742.0,310.0,26.0
238,1719.0,275.0,20.0
239,1634.0,273.0,48.0
240,1525.0,246.0,43.0
241,1567.0,226.0,49.0
242,1556.0,236.0,39.0
243,1728.0,223.0,46.0
244,1825.0,188.0,45.0
245,2047.0,183.0,41.0
246,2401.0,153.0,38.0
247,2660.0,154.0,50.0
248,2676.0,171.0,79.0
249,2393.0,226.0,63.0
250,1969.0,305.0,70.0
251,1484.0,386.0,82.0
252,1129.0,565.0,104.0
253,1572.0,987.0,110.0
254,1908.0,1206.0,112.0
255,477.0,528.0,76.0
