,Red_his,Green_his,Blue_his
200,417.0,157.0,309.0
201,420.0,148.0,327.0
202,379.0,168.0,335.0
203,389.0,134.0,322.0
204,392.0,148.0,341.0
205,392.0,142.0,282.0
206,359.0,138.0,299.0
207,353.0,148.0,285.0
208,408.0,119.0,291.0
209,404.0,138.0,283.0
210,346.0,128.0,271.0
211,367.0,116.0,288.0
212,330.0,119.0,271.0
213,386.0,120.0,279.0
214,338.0,129.0,285.0
215,301.0,110.0,258.0
216,334.0,106.0,263.0
217,330.0,85.0,250.0
218,315.0,76.0,263.0
219,327.0,75.0,241.0
220,305.0,81.0,233.0
221,349.0,89.0,236.0
222,303.0,88.0,246.0
223,295.0,91.0,240.0
224,322.0,98.0,169.0
225,300.0,91.0,215.0
226,300.0,86.0,210.0
227,316.0,93.0,207.0
228,286.0,68.0,201.0
229,286.0,56.0,228.0
230,257.0,81.0,209.0
231,282.0,59.0,222.0
232,278.0,68.0,206.0
233,264.0,66.0,203.0
234,280.0,49.0,198.0
235,288.0,55.0,179.0
236,275.0,51.0,197.0
237,278.0,58.0,155.0
238,263.0,56.0,151.0
239,265.0,41.0,170.0
240,219.0,37.0,150.0
241,246.0,50.0,167.0
242,230.0,38.0,160.0
243,232.0,41.0,158.0
244,234.0,44.0,163.0
245,236.0,25.0,152.0
246,226.0,28.0,127.0
247,248.0,26.0,131.0
248,199.0,19.0,123.0
249,229.0,29.0,143.0
250,210.0,18.0,145.0
251,177.0,21.0,141.0
252,220.0,10.0,115.0
253,212.0,21.0,135.0
254,202.0,23.0,111.0
255,3434.0,132.0,2241.0
