,Red_his,Green_his,Blue_his
201,2229.0,2122.0,1722.0
202,2285.0,2149.0,1681.0
203,2325.0,2174.0,1553.0
204,2317.0,2119.0,1371.0
205,2429.0,2103.0,1225.0
206,2427.0,2060.0,1128.0
207,2408.0,2077.0,927.0
208,2400.0,2168.0,782.0
209,2362.0,2016.0,659.0
210,2281.0,2132.0,549.0
211,2360.0,1975.0,488.0
212,2299.0,1845.0,361.0
213,2356.0,1717.0,314.0
214,2362.0,1684.0,217.0
215,2331.0,1479.0,143.0
216,2306.0,1484.0,143.0
217,2274.0,1310.0,111.0
218,2279.0,1214.0,56.0
219,2148.0,1059.0,50.0
220,2161.0,1045.0,34.0
221,2011.0,904.0,28.0
222,1923.0,843.0,26.0
223,2066.0,711.0,21.0
224,1792.0,638.0,16.0
225,1933.0,510.0,16.0
226,1811.0,416.0,11.0
227,1798.0,347.0,9.0
228,1574.0,242.0,7.0
229,1516.0,174.0,6.0
230,1326.0,136.0,4.0
231,1248.0,98.0,4.0
232,1052.0,65.0,2.0
233,939.0,40.0,6.0
234,763.0,27.0,1.0
235,587.0,18.0,1.0
236,500.0,8.0,0.0
237,351.0,4.0,0.0
238,245.0,1.0,0.0
239,195.0,3.0,1.0
240,129.0,1.0,0.0
241,77.0,0.0,0.0
242,47.0,0.0,0.0
243,49.0,0.0,0.0
244,18.0,0.0,0.0
245,12.0,0.0,0.0
246,16.0,0.0,0.0
247,6.0,1.0,0.0
248,5.0,0.0,0.0
249,5.0,0.0,0.0
250,4.0,0.0,0.0
251,3.0,0.0,0.0
252,1.0,0.0,0.0
253,0.0,0.0,0.0
254,1.0,0.0,0.0
255,0.0,0.0,0.0
